Date,Target Name,Target Tags,Target Description,Revenue,Revenue Year,Sector,Buyers,Sellers,Valorisation,Operation Type,Transaction Amount
08 oct. 2024,LEBRONZE ALLOYS (EX LE BRONZE IND...,"France |, Grand Est","Fabricant d’alliages à base de bronze et de nickel, pour la fabrication de pièces pour l’automobile et l’aérospatial, ainsi que l’industrie du luxe",239,2023,Produits & Services industriels,ASTORG,"BPIFRANCE INVESTISSEMENT
                                                    
                            ,                                                            
                                
                                                                                                                    SOCADIF
                                                    
                            ,                                                            
                                
                                                                                                                    SOCIETE GENERALE CAPITA...
                                                    
                            ,                                                            
                                                                        FAMILY OFFICES
                    
                                                ,                                                            
                                                                        MANAGER(S)
                    
                                                ,                                                            
                                                                        ACTIONNAIRES",500-1000 M€,LBO IV,n.d.
08 oct. 2024,UN BIJOU À PARIS (EX ALTESSE - LE...,"France |, Occitanie",Fabricant de bijoux sous les marques Les Georgettes et Les Cadettes),23.30,2023,"Textile, Mode, Luxe, Décoration",,RENAISSANCE LUXURY GROUP,0.75 M€,Retournement,0-5
07 oct. 2024,ALCOM,"France |, Région Sud - Provence-A",Agence de communication digitale spécialisée dans la création de sites internet et de sites pour mobile,0.59,2023,"Internet & ecommerce, eservices","GROUPE COHÉRENCE, ARKEA CAPITAL",FONDATEUR(S),0-5 M€,Build-up,0-5
07 oct. 2024,ACTIVITÉS MONDIALES D'ANALYSES AL...,"France |, Etranger","Activités d'analyses alimentaires en laboratoire de Bureau Veritas : analyses microbiologiques et chimiques, et tests moléculaires. Ces activités répondent aux besoins des clients du secteur agroalimentaire.",133,2023,Services & Conseil aux entreprises,"MÉRIEUX NUTRISCIENCES, INSTITUT MERIEUX",BUREAU VERITAS,360 M€,Carve-out,N/A
07 oct. 2024,SIGEBENE,"France |, Centre-Val de Loire","Travaux d’ébénisterie d’art, de menuiserie, placage et finitions pour des résidences privées",10,2023,"Textile, Mode, Luxe, Décoration","LINDERA (EX-EVOLUMAG), FCDE, BPIFRANCE INVESTISSEMENT",FONDATEUR(S),0-20 M€,Build-up,n.d.
07 oct. 2024,ALCURA FRANCE,"France |, Centre-Val de Loire",Distributeur de solutions de soins à domicile,60,2023,"Santé, beauté et services associés",MUTARES AG,ALLIANCE HEALTHCARE,5-10 M€,Retournement,5-10
07 oct. 2024,SIMONE & NELSON (EX ACTIVITÉ HIST...,"France |, Île-de-France",Agence de conférenciers,,N/A,"Média, Marketing/Communication et Télécom",SALARIES,KOLSQUARE,n.d.,Carve-out,n.d.
07 oct. 2024,KOLSQUARE,"France |, Île-de-France",Éditeur d’un logiciel Saas mettant en relation des marques et des influenceurs,,N/A,Logiciel et services informatiques,"TEAM.BLUE, HG CAPITAL (HG), CANADA PENSION PLAN INV...","CAPHORN INVEST
                                                    
                            ,                                                            
                                
                                                                                                                    SOCIÉTÉ DE GESTION DES ...
                                                    
                            ,                                                            
                                                                        BUSINESS ANGEL(S)
                    
                                                ,                                                            
                                
                                                                                                                    KIMA VENTURES
                                                    
                            ,                                                            
                                                                        FONDATEUR(S)",n.d.,Build-up international,n.d.
07 oct. 2024,VALOREM,"France |, Nouvelle-Aquitaine",Opérateur en énergies renouvelables,184,2023,N/A,"AIP MANAGEMENT, CREDIT AGRICOLE AQUITAI..., IDIA CAPITAL INVESTISSE..., BPIFRANCE INVESTISSEMENT, GRAND SUD-OUEST CAPITAL..., CREDIT AGRICOLE AQUITAI..., IRDI CAPITAL INVESTISSE...",n/a,>1000 M€,Augmentation de capital,N/A
07 oct. 2024,VALOREM,"France |, Nouvelle-Aquitaine",Opérateur en énergies renouvelables,184,2023,N/A,"AIP MANAGEMENT, CREDIT AGRICOLE AQUITAI..., IDIA CAPITAL INVESTISSE..., BPIFRANCE INVESTISSEMENT, GRAND SUD-OUEST CAPITAL..., CREDIT AGRICOLE AQUITAI..., IRDI CAPITAL INVESTISSE...",3I,>1000 M€,Cession de titres,N/A
07 oct. 2024,PAGOLINE (ATLANTIC INGENIERIE),"France |, Pays de la Loire",Ingénierie et conseil appliqués aux réseaux et aux infrastructures,60,2024,Services & Conseil aux entreprises,"VULCAIN ENGINEERING, ARDIAN EXPANSION, TIKEHAU IM, EMZ PARTNERS (EX EUROME..., BPIFRANCE INVESTISSEMENT, AMUNDI PRIVATE EQUITY F..., SIPAREX","SODERO (EX SODERO GESTION)
                                                    
                            ,                                                            
                                
                                                                                                                    SIPAREX ENTREPRENEURS
                                                    
                            ,                                                            
                                                                        MANAGER(S)",20-50 M€,Build-up,n.d.
07 oct. 2024,YOUNITED,"France |, Île-de-France",Plateforme internet de crédit à la consommation,118,2023,"Internet & ecommerce, eservices",IRIS FINANCIAL,n.d.,600 M€,Fusion,n.d.
07 oct. 2024,MS INDUSTRIE,"France |, Bretagne","Concepteur de machines et équipements industriels, essentiellement pour l’industrie automobile",12,2023,Produits & Services industriels,CREDIT AGRICOLE ILLE ET...,FONDATEUR(S),0-20 M€,MBI,n.d.
04 oct. 2024,BREIZH INVEST PME,"France |, Bretagne",Société de capital-risque (SCR) dédiée aux PME bretonnes,,N/A,N/A,"REGION BRETAGNE, CREDIT MUTUEL ARKEA (GR..., BANQUE POPULAIRE GRAND ..., CAISSE D'EPARGNE BRETAG..., GROUPE CREDIT AGRICOLE, UNEXO",n/a,n.d.,Augmentation de capital,N/A
04 oct. 2024,TECHNOFLEX,"France |, Nouvelle-Aquitaine",Conditionnement de solutions injectables,50,2023,Produits Pharmaceutiques & matériel médical,"ADAGIA PARTNERS, CREDIT MUTUEL EQUITY","MANAGER(S)
                    
                                                ,                                                            
                                
                                                                                                                    CREDIT MUTUEL EQUITY",150-250 M€,LBO Bis,150-250
04 oct. 2024,NEXTEP HEALTH,"France |, Île-de-France",Cabinet de conseil spécialisé dans l’accès au marché et les affaires publiques,6,2023,Services & Conseil aux entreprises,"PRODUCTLIFE CONSULTING ..., 21 INVEST, OAKLEY CAPITAL PRIVATE ...","FONDATEUR(S)
                    
                                                ,                                                            
                                                                        MANAGER(S)",15-20 M€,Build-up,N/A
04 oct. 2024,SERELYS PHARMA,"Monaco |, Etranger",Commercialisation et distribution de médicaments à base de plantes pour traiter les troubles liés aux changements hormonaux chez la femme,20,2023,Produits Pharmaceutiques & matériel médical,"UPSA, TAISHO","ACTIONNAIRES FAMILIAUX
                    
                                                ,                                                            
                                                                        FONDATEUR(S)",50-150 M€,M&A (Int'l),n.d.
